Município;Total;UF;Data
ASSIS BRASIL;6;AC;14/03/2021
BRASILEIA;13;AC;14/03/2021
BUJARI;2;AC;14/03/2021
CAPIXABA;1;AC;14/03/2021
CRUZEIRO DO SUL;60;AC;14/03/2021
EPITACIOLANDIA;9;AC;14/03/2021
FEIJO;5;AC;14/03/2021
MANCIO LIMA;3;AC;14/03/2021
MARECHAL THAUMATURGO;1;AC;14/03/2021
PLACIDO DE CASTRO;20;AC;14/03/2021
PORTO ACRE;3;AC;14/03/2021
RIO BRANCO;349;AC;14/03/2021
RODRIGUES ALVES;6;AC;14/03/2021
SENA MADUREIRA;9;AC;14/03/2021
SENADOR GUIOMARD;9;AC;14/03/2021
TARAUACA;4;AC;14/03/2021
XAPURI;2;AC;14/03/2021
AGUA BRANCA;10;AL;14/03/2021
ANADIA;9;AL;14/03/2021
ARAPIRACA;68;AL;14/03/2021
ATALAIA;1;AL;14/03/2021
BARRA DE SANTO ANTONIO;2;AL;14/03/2021
BARRA DE SAO MIGUEL;2;AL;14/03/2021
BOCA DA MATA;9;AL;14/03/2021
CACIMBINHAS;1;AL;14/03/2021
CAJUEIRO;2;AL;14/03/2021
CAMPESTRE;2;AL;14/03/2021
CARNEIROS;8;AL;14/03/2021
COLONIA LEOPOLDINA;1;AL;14/03/2021
COQUEIRO SECO;1;AL;14/03/2021
CORURIPE;31;AL;14/03/2021
CRAIBAS;2;AL;14/03/2021
DELMIRO GOUVEIA;25;AL;14/03/2021
DOIS RIACHOS;2;AL;14/03/2021
GIRAU DO PONCIANO;6;AL;14/03/2021
IBATEGUARA;12;AL;14/03/2021
IGREJA NOVA;4;AL;14/03/2021
INHAPI;13;AL;14/03/2021
JACUIPE;1;AL;14/03/2021
JAPARATINGA;1;AL;14/03/2021
JOAQUIM GOMES;2;AL;14/03/2021
JUNQUEIRO;6;AL;14/03/2021
LIMOEIRO DE ANADIA;1;AL;14/03/2021
MACEIO;641;AL;14/03/2021
MAJOR ISIDORO;2;AL;14/03/2021
MARAGOGI;2;AL;14/03/2021
MARECHAL DEODORO;35;AL;14/03/2021
MATA GRANDE;1;AL;14/03/2021
MATRIZ DE CAMARAGIBE;8;AL;14/03/2021
MESSIAS;3;AL;14/03/2021
MURICI;2;AL;14/03/2021
NOVO LINO;3;AL;14/03/2021
OLHO D'AGUA DO CASADO;1;AL;14/03/2021
OLHO D'AGUA GRANDE;2;AL;14/03/2021
OLIVENCA;2;AL;14/03/2021
OURO BRANCO;1;AL;14/03/2021
PALMEIRA DOS INDIOS;23;AL;14/03/2021
PAO DE ACUCAR;7;AL;14/03/2021
PARIPUEIRA;5;AL;14/03/2021
PENEDO;23;AL;14/03/2021
PIACABUCU;4;AL;14/03/2021
PILAR;12;AL;14/03/2021
PINDOBA;1;AL;14/03/2021
PIRANHAS;9;AL;14/03/2021
PORTO CALVO;5;AL;14/03/2021
PORTO DE PEDRAS;1;AL;14/03/2021
PORTO REAL DO COLEGIO;1;AL;14/03/2021
RIO LARGO;25;AL;14/03/2021
SANTA LUZIA DO NORTE;6;AL;14/03/2021
SANTANA DO IPANEMA;5;AL;14/03/2021
SANTANA DO MUNDAU;7;AL;14/03/2021
SAO BRAS;1;AL;14/03/2021
SAO JOSE DA LAJE;5;AL;14/03/2021
SAO JOSE DA TAPERA;3;AL;14/03/2021
SAO LUIS DO QUITUNDE;8;AL;14/03/2021
SAO MIGUEL DOS CAMPOS;28;AL;14/03/2021
SAO MIGUEL DOS MILAGRES;3;AL;14/03/2021
SAO SEBASTIAO;1;AL;14/03/2021
SATUBA;11;AL;14/03/2021
TAQUARANA;2;AL;14/03/2021
TEOTONIO VILELA;6;AL;14/03/2021
TRAIPU;1;AL;14/03/2021
UNIAO DOS PALMARES;20;AL;14/03/2021
VICOSA;4;AL;14/03/2021
ANORI;4;AM;14/03/2021
ATALAIA DO NORTE;2;AM;14/03/2021
AUTAZES;3;AM;14/03/2021
BARCELOS;3;AM;14/03/2021
BARREIRINHA;1;AM;14/03/2021
BENJAMIN CONSTANT;3;AM;14/03/2021
BERURI;2;AM;14/03/2021
BOCA DO ACRE;2;AM;14/03/2021
CAAPIRANGA;1;AM;14/03/2021
CANUTAMA;1;AM;14/03/2021
CARAUARI;2;AM;14/03/2021
CAREIRO;1;AM;14/03/2021
CAREIRO DA VARZEA;3;AM;14/03/2021
COARI;11;AM;14/03/2021
CODAJAS;1;AM;14/03/2021
EIRUNEPE;7;AM;14/03/2021
ENVIRA;52;AM;14/03/2021
FONTE BOA;1;AM;14/03/2021
HUMAITA;35;AM;14/03/2021
IPIXUNA;1;AM;14/03/2021
IRANDUBA;14;AM;14/03/2021
ITACOATIARA;32;AM;14/03/2021
JAPURA;1;AM;14/03/2021
JURUA;5;AM;14/03/2021
JUTAI;1;AM;14/03/2021
MANACAPURU;22;AM;14/03/2021
MANAUS;2158;AM;14/03/2021
MANICORE;7;AM;14/03/2021
MAUES;6;AM;14/03/2021
NHAMUNDA;1;AM;14/03/2021
NOVA OLINDA DO NORTE;1;AM;14/03/2021
NOVO ARIPUANA;1;AM;14/03/2021
PARINTINS;7;AM;14/03/2021
PAUINI;4;AM;14/03/2021
PRESIDENTE FIGUEIREDO;12;AM;14/03/2021
RIO PRETO DA EVA;6;AM;14/03/2021
SANTO ANTONIO DO ICA;1;AM;14/03/2021
SAO GABRIEL DA CACHOEIRA;23;AM;14/03/2021
SAO PAULO DE OLIVENCA;10;AM;14/03/2021
SAO SEBASTIAO DO UATUMA;2;AM;14/03/2021
SILVES;1;AM;14/03/2021
TABATINGA;8;AM;14/03/2021
TAPAUA;1;AM;14/03/2021
TEFE;14;AM;14/03/2021
URUCARA;10;AM;14/03/2021
URUCURITUBA;2;AM;14/03/2021
AMAPA;7;AP;14/03/2021
CALCOENE;2;AP;14/03/2021
ITAUBAL;1;AP;14/03/2021
LARANJAL DO JARI;12;AP;14/03/2021
MACAPA;336;AP;14/03/2021
MAZAGAO;9;AP;14/03/2021
OIAPOQUE;3;AP;14/03/2021
PEDRA BRANCA DO AMAPARI;2;AP;14/03/2021
PORTO GRANDE;4;AP;14/03/2021
SANTANA;48;AP;14/03/2021
SERRA DO NAVIO;1;AP;14/03/2021
TARTARUGALZINHO;1;AP;14/03/2021
VITORIA DO JARI;4;AP;14/03/2021
ACAJUTIBA;1;BA;14/03/2021
ALAGOINHAS;119;BA;14/03/2021
ALMADINA;2;BA;14/03/2021
AMARGOSA;8;BA;14/03/2021
AMELIA RODRIGUES;11;BA;14/03/2021
AMERICA DOURADA;5;BA;14/03/2021
ANAGE;3;BA;14/03/2021
ANDARAI;2;BA;14/03/2021
ANDORINHA;3;BA;14/03/2021
ANGICAL;4;BA;14/03/2021
ANGUERA;1;BA;14/03/2021
ANTONIO CARDOSO;1;BA;14/03/2021
ANTONIO GONCALVES;2;BA;14/03/2021
APORA;3;BA;14/03/2021
ARACAS;5;BA;14/03/2021
ARACI;14;BA;14/03/2021
ARAMARI;1;BA;14/03/2021
BAIANOPOLIS;3;BA;14/03/2021
BAIXA GRANDE;3;BA;14/03/2021
BARRA;2;BA;14/03/2021
BARRA DO CHOCA;2;BA;14/03/2021
BARREIRAS;80;BA;14/03/2021
BARROCAS;2;BA;14/03/2021
BELMONTE;7;BA;14/03/2021
BELO CAMPO;1;BA;14/03/2021
BIRITINGA;4;BA;14/03/2021
BOA NOVA;3;BA;14/03/2021
BOA VISTA DO TUPIM;3;BA;14/03/2021
BOM JESUS DA LAPA;10;BA;14/03/2021
BOM JESUS DA SERRA;1;BA;14/03/2021
BONITO;2;BA;14/03/2021
BOQUIRA;2;BA;14/03/2021
BOTUPORA;1;BA;14/03/2021
BREJOES;2;BA;14/03/2021
BREJOLANDIA;1;BA;14/03/2021
BRUMADO;16;BA;14/03/2021
BUERAREMA;6;BA;14/03/2021
BURITIRAMA;3;BA;14/03/2021
CACHOEIRA;11;BA;14/03/2021
CACULE;1;BA;14/03/2021
CAEM;4;BA;14/03/2021
CAETANOS;1;BA;14/03/2021
CAETITE;8;BA;14/03/2021
CAFARNAUM;3;BA;14/03/2021
CAIRU;2;BA;14/03/2021
CALDEIRAO GRANDE;1;BA;14/03/2021
CAMACAN;5;BA;14/03/2021
CAMACARI;312;BA;14/03/2021
CAMAMU;2;BA;14/03/2021
CAMPO ALEGRE DE LOURDES;3;BA;14/03/2021
CAMPO FORMOSO;13;BA;14/03/2021
CANARANA;1;BA;14/03/2021
CANAVIEIRAS;6;BA;14/03/2021
CANDEAL;1;BA;14/03/2021
CANDEIAS;76;BA;14/03/2021
CANDIBA;1;BA;14/03/2021
CANSANCAO;2;BA;14/03/2021
CANUDOS;2;BA;14/03/2021
CAPELA DO ALTO ALEGRE;5;BA;14/03/2021
CAPIM GROSSO;5;BA;14/03/2021
CARAIBAS;8;BA;14/03/2021
CARAVELAS;8;BA;14/03/2021
CARDEAL DA SILVA;1;BA;14/03/2021
CARINHANHA;2;BA;14/03/2021
CASA NOVA;6;BA;14/03/2021
CASTRO ALVES;4;BA;14/03/2021
CATOLANDIA;1;BA;14/03/2021
CATU;68;BA;14/03/2021
CATURAMA;2;BA;14/03/2021
CENTRAL;4;BA;14/03/2021
CICERO DANTAS;4;BA;14/03/2021
CIPO;2;BA;14/03/2021
COARACI;3;BA;14/03/2021
COCOS;8;BA;14/03/2021
CONCEICAO DA FEIRA;6;BA;14/03/2021
CONCEICAO DO ALMEIDA;4;BA;14/03/2021
CONCEICAO DO COITE;19;BA;14/03/2021
CONCEICAO DO JACUIPE;19;BA;14/03/2021
CONDE;5;BA;14/03/2021
CONDEUBA;2;BA;14/03/2021
CORACAO DE MARIA;4;BA;14/03/2021
CORDEIROS;1;BA;14/03/2021
CORIBE;1;BA;14/03/2021
CORRENTINA;6;BA;14/03/2021
COTEGIPE;1;BA;14/03/2021
CRAVOLANDIA;3;BA;14/03/2021
CRISTOPOLIS;3;BA;14/03/2021
CRUZ DAS ALMAS;23;BA;14/03/2021
CURACA;6;BA;14/03/2021
DARIO MEIRA;1;BA;14/03/2021
DIAS D'AVILA;74;BA;14/03/2021
DOM BASILIO;3;BA;14/03/2021
DOM MACEDO COSTA;1;BA;14/03/2021
ENTRE RIOS;10;BA;14/03/2021
ERICO CARDOSO;1;BA;14/03/2021
ESPLANADA;1;BA;14/03/2021
EUCLIDES DA CUNHA;7;BA;14/03/2021
EUNAPOLIS;44;BA;14/03/2021
FEIRA DE SANTANA;333;BA;14/03/2021
FILADELFIA;1;BA;14/03/2021
FIRMINO ALVES;2;BA;14/03/2021
FLORESTA AZUL;3;BA;14/03/2021
FORMOSA DO RIO PRETO;8;BA;14/03/2021
GANDU;5;BA;14/03/2021
GENTIO DO OURO;1;BA;14/03/2021
GLORIA;15;BA;14/03/2021
GOVERNADOR MANGABEIRA;7;BA;14/03/2021
GUAJERU;2;BA;14/03/2021
GUANAMBI;25;BA;14/03/2021
GUARATINGA;1;BA;14/03/2021
HELIOPOLIS;2;BA;14/03/2021
IACU;4;BA;14/03/2021
IBICARAI;6;BA;14/03/2021
IBICOARA;4;BA;14/03/2021
IBICUI;2;BA;14/03/2021
IBIPEBA;1;BA;14/03/2021
IBIRAPUA;29;BA;14/03/2021
IBIRATAIA;2;BA;14/03/2021
IBITIARA;4;BA;14/03/2021
IBOTIRAMA;15;BA;14/03/2021
ICHU;2;BA;14/03/2021
IGUAI;3;BA;14/03/2021
ILHEUS;102;BA;14/03/2021
IPIAU;21;BA;14/03/2021
IPIRA;5;BA;14/03/2021
IRAMAIA;1;BA;14/03/2021
IRARA;13;BA;14/03/2021
IRECE;18;BA;14/03/2021
ITABELA;9;BA;14/03/2021
ITABERABA;13;BA;14/03/2021
ITABUNA;81;BA;14/03/2021
ITACARE;3;BA;14/03/2021
ITAETE;1;BA;14/03/2021
ITAGI;2;BA;14/03/2021
ITAGIBA;6;BA;14/03/2021
ITAGIMIRIM;1;BA;14/03/2021
ITAJUIPE;4;BA;14/03/2021
ITAMARAJU;8;BA;14/03/2021
ITAMARI;1;BA;14/03/2021
ITAPARICA;7;BA;14/03/2021
ITAPEBI;3;BA;14/03/2021
ITAPETINGA;27;BA;14/03/2021
ITARANTIM;2;BA;14/03/2021
ITIRUCU;1;BA;14/03/2021
ITIUBA;2;BA;14/03/2021
ITORORO;6;BA;14/03/2021
ITUACU;1;BA;14/03/2021
ITUBERA;8;BA;14/03/2021
IUIU;13;BA;14/03/2021
JABORANDI;4;BA;14/03/2021
JACARACI;2;BA;14/03/2021
JACOBINA;55;BA;14/03/2021
JAGUAQUARA;2;BA;14/03/2021
JAGUARARI;10;BA;14/03/2021
JEQUIE;70;BA;14/03/2021
JEREMOABO;3;BA;14/03/2021
JIQUIRICA;1;BA;14/03/2021
JITAUNA;5;BA;14/03/2021
JOAO DOURADO;2;BA;14/03/2021
JUAZEIRO;62;BA;14/03/2021
LAFAIETE COUTINHO;1;BA;14/03/2021
LAGOA REAL;1;BA;14/03/2021
LAJE;1;BA;14/03/2021
LAJEDAO;3;BA;14/03/2021
LAMARAO;1;BA;14/03/2021
LAPAO;2;BA;14/03/2021
LAURO DE FREITAS;252;BA;14/03/2021
LENCOIS;1;BA;14/03/2021
LICINIO DE ALMEIDA;1;BA;14/03/2021
LIVRAMENTO DE NOSSA SENHORA;3;BA;14/03/2021
LUIS EDUARDO MAGALHAES;39;BA;14/03/2021
MACAJUBA;1;BA;14/03/2021
MACARANI;2;BA;14/03/2021
MACAUBAS;18;BA;14/03/2021
MADRE DE DEUS;15;BA;14/03/2021
MALHADA DE PEDRAS;1;BA;14/03/2021
MANOEL VITORINO;2;BA;14/03/2021
MARACAS;9;BA;14/03/2021
MARAGOGIPE;10;BA;14/03/2021
MARAU;3;BA;14/03/2021
MATA DE SAO JOAO;19;BA;14/03/2021
MATINA;4;BA;14/03/2021
MEDEIROS NETO;6;BA;14/03/2021
MIGUEL CALMON;3;BA;14/03/2021
MIRANGABA;3;BA;14/03/2021
MIRANTE;1;BA;14/03/2021
MONTE SANTO;6;BA;14/03/2021
MORRO DO CHAPEU;1;BA;14/03/2021
MUCUGE;1;BA;14/03/2021
MUCURI;25;BA;14/03/2021
MUNDO NOVO;1;BA;14/03/2021
MUNIZ FERREIRA;1;BA;14/03/2021
MURITIBA;9;BA;14/03/2021
MUTUIPE;2;BA;14/03/2021
NAZARE;6;BA;14/03/2021
NORDESTINA;16;BA;14/03/2021
NOVA IBIA;3;BA;14/03/2021
NOVA SOURE;4;BA;14/03/2021
NOVA VICOSA;25;BA;14/03/2021
NOVO HORIZONTE;1;BA;14/03/2021
OLINDINA;11;BA;14/03/2021
OLIVEIRA DOS BREJINHOS;9;BA;14/03/2021
OURICANGAS;6;BA;14/03/2021
PALMAS DE MONTE ALTO;1;BA;14/03/2021
PALMEIRAS;1;BA;14/03/2021
PARAMIRIM;14;BA;14/03/2021
PARATINGA;5;BA;14/03/2021
PARIPIRANGA;3;BA;14/03/2021
PAU BRASIL;1;BA;14/03/2021
PAULO AFONSO;61;BA;14/03/2021
PE DE SERRA;1;BA;14/03/2021
PEDRO ALEXANDRE;3;BA;14/03/2021
PINDAI;3;BA;14/03/2021
PINDOBACU;7;BA;14/03/2021
PLANALTINO;1;BA;14/03/2021
POCOES;13;BA;14/03/2021
POJUCA;61;BA;14/03/2021
PONTO NOVO;2;BA;14/03/2021
PORTO SEGURO;28;BA;14/03/2021
PRADO;4;BA;14/03/2021
PRESIDENTE JANIO QUADROS;1;BA;14/03/2021
PRESIDENTE TANCREDO NEVES;7;BA;14/03/2021
QUEIMADAS;6;BA;14/03/2021
QUIXABEIRA;3;BA;14/03/2021
RAFAEL JAMBEIRO;2;BA;14/03/2021
REMANSO;1;BA;14/03/2021
RETIROLANDIA;1;BA;14/03/2021
RIACHAO DAS NEVES;7;BA;14/03/2021
RIACHAO DO JACUIPE;12;BA;14/03/2021
RIACHO DE SANTANA;2;BA;14/03/2021
RIBEIRA DO AMPARO;3;BA;14/03/2021
RIBEIRA DO POMBAL;7;BA;14/03/2021
RIBEIRAO DO LARGO;12;BA;14/03/2021
RIO DE CONTAS;3;BA;14/03/2021
RIO DO PIRES;1;BA;14/03/2021
RIO REAL;1;BA;14/03/2021
RUY BARBOSA;4;BA;14/03/2021
SALINAS DA MARGARIDA;6;BA;14/03/2021
SALVADOR;2525;BA;14/03/2021
SANTA BARBARA;2;BA;14/03/2021
SANTA BRIGIDA;1;BA;14/03/2021
SANTA CRUZ CABRALIA;10;BA;14/03/2021
SANTA INES;2;BA;14/03/2021
SANTA RITA DE CASSIA;8;BA;14/03/2021
SANTA TERESINHA;3;BA;14/03/2021
SANTALUZ;4;BA;14/03/2021
SANTANA;1;BA;14/03/2021
SANTO AMARO;23;BA;14/03/2021
SANTO ANTONIO DE JESUS;41;BA;14/03/2021
SANTO ESTEVAO;8;BA;14/03/2021
SAO DESIDERIO;11;BA;14/03/2021
SAO DOMINGOS;2;BA;14/03/2021
SAO FELIPE;2;BA;14/03/2021
SAO FELIX;1;BA;14/03/2021
SAO FELIX DO CORIBE;1;BA;14/03/2021
SAO FRANCISCO DO CONDE;51;BA;14/03/2021
SAO GABRIEL;1;BA;14/03/2021
SAO GONCALO DOS CAMPOS;6;BA;14/03/2021
SAO JOSE DA VITORIA;2;BA;14/03/2021
SAO JOSE DO JACUIPE;1;BA;14/03/2021
SAO SEBASTIAO DO PASSE;27;BA;14/03/2021
SATIRO DIAS;1;BA;14/03/2021
SAUDE;3;BA;14/03/2021
SEABRA;10;BA;14/03/2021
SEBASTIAO LARANJEIRAS;1;BA;14/03/2021
SENHOR DO BONFIM;31;BA;14/03/2021
SENTO SE;9;BA;14/03/2021
SERRA DO RAMALHO;1;BA;14/03/2021
SERRA DOURADA;3;BA;14/03/2021
SERRA PRETA;2;BA;14/03/2021
SERRINHA;26;BA;14/03/2021
SERROLANDIA;1;BA;14/03/2021
SIMOES FILHO;79;BA;14/03/2021
SITIO DO QUINTO;1;BA;14/03/2021
SOBRADINHO;13;BA;14/03/2021
TAPEROA;3;BA;14/03/2021
TEIXEIRA DE FREITAS;70;BA;14/03/2021
TEODORO SAMPAIO;3;BA;14/03/2021
TEOFILANDIA;6;BA;14/03/2021
TERRA NOVA;5;BA;14/03/2021
TUCANO;1;BA;14/03/2021
UAUA;3;BA;14/03/2021
UBAIRA;1;BA;14/03/2021
UBAITABA;1;BA;14/03/2021
UIBAI;3;BA;14/03/2021
UMBURANAS;2;BA;14/03/2021
UNA;3;BA;14/03/2021
URUCUCA;11;BA;14/03/2021
UTINGA;2;BA;14/03/2021
VALENCA;30;BA;14/03/2021
VALENTE;1;BA;14/03/2021
VARZEA DA ROCA;4;BA;14/03/2021
VARZEA DO POCO;1;BA;14/03/2021
VARZEDO;1;BA;14/03/2021
VERA CRUZ;7;BA;14/03/2021
VEREDA;1;BA;14/03/2021
VITORIA DA CONQUISTA;121;BA;14/03/2021
XIQUE-XIQUE;2;BA;14/03/2021
ACARAPE;1;CE;14/03/2021
ACARAU;10;CE;14/03/2021
ACOPIARA;9;CE;14/03/2021
AIUABA;3;CE;14/03/2021
ALCANTARAS;6;CE;14/03/2021
AMONTADA;17;CE;14/03/2021
ANTONINA DO NORTE;1;CE;14/03/2021
APUIARES;4;CE;14/03/2021
AQUIRAZ;23;CE;14/03/2021
ARACATI;22;CE;14/03/2021
ARACOIABA;7;CE;14/03/2021
ARARENDA;2;CE;14/03/2021
ARARIPE;6;CE;14/03/2021
ARATUBA;2;CE;14/03/2021
ARNEIROZ;2;CE;14/03/2021
BAIXIO;1;CE;14/03/2021
BANABUIU;5;CE;14/03/2021
BARBALHA;18;CE;14/03/2021
BARREIRA;2;CE;14/03/2021
BARROQUINHA;2;CE;14/03/2021
BATURITE;5;CE;14/03/2021
BEBERIBE;10;CE;14/03/2021
BELA CRUZ;5;CE;14/03/2021
BOA VIAGEM;3;CE;14/03/2021
BREJO SANTO;5;CE;14/03/2021
CAMOCIM;15;CE;14/03/2021
CAMPOS SALES;4;CE;14/03/2021
CANINDE;23;CE;14/03/2021
CAPISTRANO;2;CE;14/03/2021
CARIRE;1;CE;14/03/2021
CARIUS;4;CE;14/03/2021
CASCAVEL;8;CE;14/03/2021
CAUCAIA;227;CE;14/03/2021
CEDRO;1;CE;14/03/2021
CHOROZINHO;4;CE;14/03/2021
COREAU;6;CE;14/03/2021
CRATEUS;12;CE;14/03/2021
CRATO;68;CE;14/03/2021
CROATA;1;CE;14/03/2021
CRUZ;5;CE;14/03/2021
ERERE;4;CE;14/03/2021
EUSEBIO;52;CE;14/03/2021
FARIAS BRITO;2;CE;14/03/2021
FORQUILHA;3;CE;14/03/2021
FORTALEZA;2266;CE;14/03/2021
FORTIM;7;CE;14/03/2021
FRECHEIRINHA;2;CE;14/03/2021
GENERAL SAMPAIO;2;CE;14/03/2021
GRACA;3;CE;14/03/2021
GRANJA;7;CE;14/03/2021
GROAIRAS;11;CE;14/03/2021
GUAIUBA;3;CE;14/03/2021
GUARACIABA DO NORTE;5;CE;14/03/2021
GUARAMIRANGA;2;CE;14/03/2021
HIDROLANDIA;2;CE;14/03/2021
HORIZONTE;31;CE;14/03/2021
IBARETAMA;1;CE;14/03/2021
IBIAPINA;5;CE;14/03/2021
IBICUITINGA;3;CE;14/03/2021
ICAPUI;2;CE;14/03/2021
ICO;13;CE;14/03/2021
IGUATU;29;CE;14/03/2021
IPAUMIRIM;1;CE;14/03/2021
IPU;4;CE;14/03/2021
IPUEIRAS;1;CE;14/03/2021
IRAUCUBA;2;CE;14/03/2021
ITAICABA;1;CE;14/03/2021
ITAITINGA;29;CE;14/03/2021
ITAPAJE;10;CE;14/03/2021
ITAPIPOCA;12;CE;14/03/2021
ITAPIUNA;1;CE;14/03/2021
ITAREMA;2;CE;14/03/2021
ITATIRA;4;CE;14/03/2021
JAGUARETAMA;4;CE;14/03/2021
JAGUARIBARA;2;CE;14/03/2021
JAGUARIBE;5;CE;14/03/2021
JAGUARUANA;1;CE;14/03/2021
JARDIM;1;CE;14/03/2021
JIJOCA DE JERICOACOARA;4;CE;14/03/2021
JUAZEIRO DO NORTE;101;CE;14/03/2021
JUCAS;3;CE;14/03/2021
LAVRAS DA MANGABEIRA;3;CE;14/03/2021
LIMOEIRO DO NORTE;27;CE;14/03/2021
MARACANAU;165;CE;14/03/2021
MARANGUAPE;61;CE;14/03/2021
MARCO;1;CE;14/03/2021
MASSAPE;4;CE;14/03/2021
MAURITI;7;CE;14/03/2021
MERUOCA;6;CE;14/03/2021
MILAGRES;17;CE;14/03/2021
MILHA;3;CE;14/03/2021
MISSAO VELHA;4;CE;14/03/2021
MOMBACA;14;CE;14/03/2021
MONSENHOR TABOSA;1;CE;14/03/2021
MORADA NOVA;7;CE;14/03/2021
MORRINHOS;3;CE;14/03/2021
NOVA RUSSAS;4;CE;14/03/2021
NOVO ORIENTE;2;CE;14/03/2021
OCARA;3;CE;14/03/2021
OROS;2;CE;14/03/2021
PACAJUS;25;CE;14/03/2021
PACATUBA;37;CE;14/03/2021
PACOTI;3;CE;14/03/2021
PALHANO;2;CE;14/03/2021
PARACURU;10;CE;14/03/2021
PARAIPABA;18;CE;14/03/2021
PARAMBU;2;CE;14/03/2021
PARAMOTI;1;CE;14/03/2021
PEDRA BRANCA;4;CE;14/03/2021
PENTECOSTE;5;CE;14/03/2021
PEREIRO;2;CE;14/03/2021
PINDORETAMA;5;CE;14/03/2021
PIQUET CARNEIRO;4;CE;14/03/2021
PORANGA;4;CE;14/03/2021
POTENGI;3;CE;14/03/2021
QUITERIANOPOLIS;1;CE;14/03/2021
QUIXADA;16;CE;14/03/2021
QUIXERAMOBIM;15;CE;14/03/2021
QUIXERE;17;CE;14/03/2021
REDENCAO;3;CE;14/03/2021
RUSSAS;17;CE;14/03/2021
SALITRE;3;CE;14/03/2021
SANTA QUITERIA;1;CE;14/03/2021
SANTANA DO ACARAU;8;CE;14/03/2021
SANTANA DO CARIRI;5;CE;14/03/2021
SAO BENEDITO;7;CE;14/03/2021
SAO GONCALO DO AMARANTE;37;CE;14/03/2021
SAO JOAO DO JAGUARIBE;1;CE;14/03/2021
SENADOR POMPEU;5;CE;14/03/2021
SOBRAL;76;CE;14/03/2021
TABULEIRO DO NORTE;8;CE;14/03/2021
TAMBORIL;2;CE;14/03/2021
TAUA;25;CE;14/03/2021
TEJUCUOCA;3;CE;14/03/2021
TIANGUA;6;CE;14/03/2021
TRAIRI;13;CE;14/03/2021
TURURU;2;CE;14/03/2021
UBAJARA;9;CE;14/03/2021
UMARI;1;CE;14/03/2021
URUBURETAMA;2;CE;14/03/2021
URUOCA;4;CE;14/03/2021
VARJOTA;2;CE;14/03/2021
VARZEA ALEGRE;7;CE;14/03/2021
VICOSA DO CEARA;7;CE;14/03/2021
BRASILIA;4768;DF;14/03/2021
AFONSO CLAUDIO;5;ES;14/03/2021
AGUA DOCE DO NORTE;2;ES;14/03/2021
AGUIA BRANCA;1;ES;14/03/2021
ALEGRE;17;ES;14/03/2021
ALFREDO CHAVES;3;ES;14/03/2021
ALTO RIO NOVO;2;ES;14/03/2021
ANCHIETA;8;ES;14/03/2021
ARACRUZ;135;ES;14/03/2021
ATILIO VIVACQUA;3;ES;14/03/2021
BAIXO GUANDU;22;ES;14/03/2021
BARRA DE SAO FRANCISCO;14;ES;14/03/2021
BOA ESPERANCA;3;ES;14/03/2021
BOM JESUS DO NORTE;3;ES;14/03/2021
BREJETUBA;1;ES;14/03/2021
CACHOEIRO DE ITAPEMIRIM;96;ES;14/03/2021
CARIACICA;283;ES;14/03/2021
CASTELO;4;ES;14/03/2021
COLATINA;59;ES;14/03/2021
CONCEICAO DA BARRA;17;ES;14/03/2021
CONCEICAO DO CASTELO;4;ES;14/03/2021
DIVINO DE SAO LOURENCO;1;ES;14/03/2021
DOMINGOS MARTINS;9;ES;14/03/2021
DORES DO RIO PRETO;1;ES;14/03/2021
ECOPORANGA;4;ES;14/03/2021
FUNDAO;13;ES;14/03/2021
GUACUI;4;ES;14/03/2021
GUARAPARI;58;ES;14/03/2021
IBATIBA;2;ES;14/03/2021
IBIRACU;18;ES;14/03/2021
IBITIRAMA;2;ES;14/03/2021
ICONHA;2;ES;14/03/2021
IRUPI;2;ES;14/03/2021
ITAGUACU;1;ES;14/03/2021
ITAPEMIRIM;14;ES;14/03/2021
ITARANA;2;ES;14/03/2021
IUNA;1;ES;14/03/2021
JAGUARE;9;ES;14/03/2021
JERONIMO MONTEIRO;4;ES;14/03/2021
JOAO NEIVA;14;ES;14/03/2021
LARANJA DA TERRA;1;ES;14/03/2021
LINHARES;131;ES;14/03/2021
MANTENOPOLIS;1;ES;14/03/2021
MARATAIZES;16;ES;14/03/2021
MARECHAL FLORIANO;2;ES;14/03/2021
MIMOSO DO SUL;5;ES;14/03/2021
MONTANHA;2;ES;14/03/2021
MUCURICI;2;ES;14/03/2021
MUNIZ FREIRE;8;ES;14/03/2021
MUQUI;8;ES;14/03/2021
NOVA VENECIA;14;ES;14/03/2021
PANCAS;1;ES;14/03/2021
PEDRO CANARIO;6;ES;14/03/2021
PINHEIROS;4;ES;14/03/2021
PIUMA;13;ES;14/03/2021
PRESIDENTE KENNEDY;5;ES;14/03/2021
RIO BANANAL;5;ES;14/03/2021
RIO NOVO DO SUL;1;ES;14/03/2021
SANTA LEOPOLDINA;3;ES;14/03/2021
SANTA MARIA DE JETIBA;14;ES;14/03/2021
SANTA TERESA;4;ES;14/03/2021
SAO DOMINGOS DO NORTE;4;ES;14/03/2021
SAO GABRIEL DA PALHA;9;ES;14/03/2021
SAO JOSE DO CALCADO;3;ES;14/03/2021
SAO MATEUS;86;ES;14/03/2021
SAO ROQUE DO CANAA;2;ES;14/03/2021
SERRA;493;ES;14/03/2021
SOORETAMA;5;ES;14/03/2021
VARGEM ALTA;10;ES;14/03/2021
